remark,"CSV-Import-Export"
remark,"Date = Wed Nov 10 15:17:32 2021"
remark,"Version = RSLogix 5000 v16.04"
remark,"Owner = Carlos Rodriguez"
remark,"Company = Personal"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.07-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[7].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.07-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[7].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 08-fault bit",,"DF1_PCItoBF5_dig[8].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 08-fail to close",,"DF1_PCItoBF5_dig[8].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 08-fail to open",,"DF1_PCItoBF5_dig[8].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.08-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[8].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 08-fail to close",,"DF1_PCItoBF5_dig[8].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 08-fail to open",,"DF1_PCItoBF5_dig[8].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 08 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[8].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 08 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[8].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 08-Coal Flow Detected",,"DF1_PCItoBF5_dig[8].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 08-closed",,"DF1_PCItoBF5_dig[8].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 08-opened",,"DF1_PCItoBF5_dig[8].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 08-closed",,"DF1_PCItoBF5_dig[8].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 08-opened",,"DF1_PCItoBF5_dig[8].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 08 Injection On Indication",,"DF1_PCItoBF5_dig[8].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.08-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[8].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.08-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[8].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 09-fault bit",,"DF1_PCItoBF5_dig[9].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 09-fail to close",,"DF1_PCItoBF5_dig[9].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 09-fail to open",,"DF1_PCItoBF5_dig[9].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.09-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[9].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 09-fail to close",,"DF1_PCItoBF5_dig[9].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 09-fail to open",,"DF1_PCItoBF5_dig[9].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 09 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[9].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 09 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[9].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 09-Coal Flow Detected",,"DF1_PCItoBF5_dig[9].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 09-closed",,"DF1_PCItoBF5_dig[9].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 09-opened",,"DF1_PCItoBF5_dig[9].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 09-closed",,"DF1_PCItoBF5_dig[9].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 09-opened",,"DF1_PCItoBF5_dig[9].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 09 Injection On Indication",,"DF1_PCItoBF5_dig[9].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.09-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[9].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.09-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[9].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 10-fault bit",,"DF1_PCItoBF5_dig[10].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 10-fail to close",,"DF1_PCItoBF5_dig[10].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 10-fail to open",,"DF1_PCItoBF5_dig[10].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.10-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[10].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 10-fail to close",,"DF1_PCItoBF5_dig[10].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 10-fail to open",,"DF1_PCItoBF5_dig[10].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 10 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[10].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 10 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[10].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 10-Coal Flow Detected",,"DF1_PCItoBF5_dig[10].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 10-closed",,"DF1_PCItoBF5_dig[10].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 10-opened",,"DF1_PCItoBF5_dig[10].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 10-closed",,"DF1_PCItoBF5_dig[10].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 10-opened",,"DF1_PCItoBF5_dig[10].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 10 Injection On Indication",,"DF1_PCItoBF5_dig[10].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.10-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[10].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.10-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[10].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 11-fault bit",,"DF1_PCItoBF5_dig[11].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 11-fail to close",,"DF1_PCItoBF5_dig[11].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 11-fail to open",,"DF1_PCItoBF5_dig[11].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.11-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[11].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 11-fail to close",,"DF1_PCItoBF5_dig[11].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 11-fail to open",,"DF1_PCItoBF5_dig[11].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 11 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[11].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 11 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[11].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 11-Coal Flow Detected",,"DF1_PCItoBF5_dig[11].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 11-closed",,"DF1_PCItoBF5_dig[11].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 11-opened",,"DF1_PCItoBF5_dig[11].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 11-closed",,"DF1_PCItoBF5_dig[11].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 11-opened",,"DF1_PCItoBF5_dig[11].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 11 Injection On Indication",,"DF1_PCItoBF5_dig[11].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.11-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[11].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.11-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[11].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 12-fault bit",,"DF1_PCItoBF5_dig[12].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 12-fail to close",,"DF1_PCItoBF5_dig[12].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 12-fail to open",,"DF1_PCItoBF5_dig[12].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.12-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[12].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 12-fail to close",,"DF1_PCItoBF5_dig[12].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 12-fail to open",,"DF1_PCItoBF5_dig[12].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 12 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[12].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 12 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[12].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 12-Coal Flow Detected",,"DF1_PCItoBF5_dig[12].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 12-closed",,"DF1_PCItoBF5_dig[12].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 12-opened",,"DF1_PCItoBF5_dig[12].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 12-closed",,"DF1_PCItoBF5_dig[12].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 12-opened",,"DF1_PCItoBF5_dig[12].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 12 Injection On Indication",,"DF1_PCItoBF5_dig[12].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.12-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[12].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.12-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[12].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 13-fault bit",,"DF1_PCItoBF5_dig[13].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 13-fail to close",,"DF1_PCItoBF5_dig[13].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 13-fail to open",,"DF1_PCItoBF5_dig[13].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.13-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[13].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 13-fail to close",,"DF1_PCItoBF5_dig[13].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 13-fail to open",,"DF1_PCItoBF5_dig[13].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 13 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[13].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 13 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[13].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 13-Coal Flow Detected",,"DF1_PCItoBF5_dig[13].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 13-closed",,"DF1_PCItoBF5_dig[13].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 13-opened",,"DF1_PCItoBF5_dig[13].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 13-closed",,"DF1_PCItoBF5_dig[13].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 13-opened",,"DF1_PCItoBF5_dig[13].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 13 Injection On Indication",,"DF1_PCItoBF5_dig[13].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.13-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[13].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.13-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[13].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 14-fault bit",,"DF1_PCItoBF5_dig[14].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 14-fail to close",,"DF1_PCItoBF5_dig[14].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 14-fail to open",,"DF1_PCItoBF5_dig[14].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.14-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[14].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 14-fail to close",,"DF1_PCItoBF5_dig[14].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 14-fail to open",,"DF1_PCItoBF5_dig[14].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 14 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[14].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 14 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[14].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 14-Coal Flow Detected",,"DF1_PCItoBF5_dig[14].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 14-closed",,"DF1_PCItoBF5_dig[14].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 14-opened",,"DF1_PCItoBF5_dig[14].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 14-closed",,"DF1_PCItoBF5_dig[14].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 14-opened",,"DF1_PCItoBF5_dig[14].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 14 Injection On Indication",,"DF1_PCItoBF5_dig[14].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.14-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[14].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.14-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[14].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 15-fault bit",,"DF1_PCItoBF5_dig[15].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 15-fail to close",,"DF1_PCItoBF5_dig[15].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 15-fail to open",,"DF1_PCItoBF5_dig[15].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.15-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[15].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 15-fail to close",,"DF1_PCItoBF5_dig[15].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 15-fail to open",,"DF1_PCItoBF5_dig[15].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 15 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[15].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 15 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[15].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 15-Coal Flow Detected",,"DF1_PCItoBF5_dig[15].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 15-closed",,"DF1_PCItoBF5_dig[15].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 15-opened",,"DF1_PCItoBF5_dig[15].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 15-closed",,"DF1_PCItoBF5_dig[15].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 15-opened",,"DF1_PCItoBF5_dig[15].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 15 Injection On Indication",,"DF1_PCItoBF5_dig[15].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.15-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[15].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.15-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[15].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 16-fault bit",,"DF1_PCItoBF5_dig[16].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 16-fail to close",,"DF1_PCItoBF5_dig[16].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 16-fail to open",,"DF1_PCItoBF5_dig[16].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.16-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[16].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 16-fail to close",,"DF1_PCItoBF5_dig[16].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 16-fail to open",,"DF1_PCItoBF5_dig[16].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 16 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[16].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 16 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[16].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 16-Coal Flow Detected",,"DF1_PCItoBF5_dig[16].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 16-closed",,"DF1_PCItoBF5_dig[16].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 16-opened",,"DF1_PCItoBF5_dig[16].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 16-closed",,"DF1_PCItoBF5_dig[16].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 16-opened",,"DF1_PCItoBF5_dig[16].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 16 Injection On Indication",,"DF1_PCItoBF5_dig[16].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.16-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[16].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.16-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[16].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 17-fault bit",,"DF1_PCItoBF5_dig[17].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 17-fail to close",,"DF1_PCItoBF5_dig[17].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 17-fail to open",,"DF1_PCItoBF5_dig[17].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.17-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[17].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 17-fail to close",,"DF1_PCItoBF5_dig[17].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 17-fail to open",,"DF1_PCItoBF5_dig[17].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 17 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[17].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 17 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[17].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 17-Coal Flow Detected",,"DF1_PCItoBF5_dig[17].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 17-closed",,"DF1_PCItoBF5_dig[17].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 17-opened",,"DF1_PCItoBF5_dig[17].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 17-closed",,"DF1_PCItoBF5_dig[17].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 17-opened",,"DF1_PCItoBF5_dig[17].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 17 Injection On Indication",,"DF1_PCItoBF5_dig[17].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.17-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[17].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.17-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[17].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 18-fault bit",,"DF1_PCItoBF5_dig[18].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 18-fail to close",,"DF1_PCItoBF5_dig[18].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 18-fail to open",,"DF1_PCItoBF5_dig[18].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.18-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[18].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 18-fail to close",,"DF1_PCItoBF5_dig[18].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 18-fail to open",,"DF1_PCItoBF5_dig[18].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 18 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[18].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 18 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[18].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 18-Coal Flow Detected",,"DF1_PCItoBF5_dig[18].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 18-closed",,"DF1_PCItoBF5_dig[18].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 18-opened",,"DF1_PCItoBF5_dig[18].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 18-closed",,"DF1_PCItoBF5_dig[18].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 18-opened",,"DF1_PCItoBF5_dig[18].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 18 Injection On Indication",,"DF1_PCItoBF5_dig[18].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.18-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[18].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.18-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[18].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 19-fault bit",,"DF1_PCItoBF5_dig[19].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 19-fail to close",,"DF1_PCItoBF5_dig[19].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 19-fail to open",,"DF1_PCItoBF5_dig[19].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.19-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[19].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 19-fail to close",,"DF1_PCItoBF5_dig[19].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 19-fail to open",,"DF1_PCItoBF5_dig[19].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 19 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[19].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 19 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[19].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 19-Coal Flow Detected",,"DF1_PCItoBF5_dig[19].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 19-closed",,"DF1_PCItoBF5_dig[19].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 19-opened",,"DF1_PCItoBF5_dig[19].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 19-closed",,"DF1_PCItoBF5_dig[19].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 19-opened",,"DF1_PCItoBF5_dig[19].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 19 Injection On Indication",,"DF1_PCItoBF5_dig[19].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.19-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[19].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.19-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[19].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 20-fault bit",,"DF1_PCItoBF5_dig[20].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 20-fail to close",,"DF1_PCItoBF5_dig[20].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 20-fail to open",,"DF1_PCItoBF5_dig[20].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.20-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[20].3"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 20-fail to close",,"DF1_PCItoBF5_dig[20].4"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 20-fail to open",,"DF1_PCItoBF5_dig[20].5"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 20 blockage detection unit-Pre_Alarm Bit",,"DF1_PCItoBF5_dig[20].6"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 20 blockage detection unit-Blocked Alarm Bit",,"DF1_PCItoBF5_dig[20].7"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 20-Coal Flow Detected",,"DF1_PCItoBF5_dig[20].8"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 20-closed",,"DF1_PCItoBF5_dig[20].9"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 20-opened",,"DF1_PCItoBF5_dig[20].10"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 20-closed",,"DF1_PCItoBF5_dig[20].11"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen valve line 20-opened",,"DF1_PCItoBF5_dig[20].12"
COMMENT,,DF1_PCItoBF5_dig,"Tuyere 20 Injection On Indication",,"DF1_PCItoBF5_dig[20].13"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.20-Open Or Closed Limit Switch Lost",,"DF1_PCItoBF5_dig[20].14"
COMMENT,,DF1_PCItoBF5_dig,"Nitrogen Valve Line No.20-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[20].15"
COMMENT,,DF1_PCItoBF5_dig,"Coal flow detector line 21-fault bit",,"DF1_PCItoBF5_dig[21].0"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 21-fail to close",,"DF1_PCItoBF5_dig[21].1"
COMMENT,,DF1_PCItoBF5_dig,"Coal valve line 21-fail to open",,"DF1_PCItoBF5_dig[21].2"
COMMENT,,DF1_PCItoBF5_dig,"Coal Valve Line No.21-Open and Close Limit Switches Activated",,"DF1_PCItoBF5_dig[21].3"
