remark,"CSV-Import-Export"
remark,"Date = Thu Sep 23 15:39:16 2021"
remark,"Version = RSLogix 5000 v13.04"
remark,"Owner = Rodney Howard"
remark,"Company = BIS Cleanaway Limited"
0.2
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER
TAG,"","GO_IHs_ACKN","Acknowledge button in picture injection hopper overview","BOOL",""
TAG,"","GO_IHs_REST","Restart button in picture injection hopper overview","BOOL",""
TAG,"","GO_ILs_ACKN","Acknowledge button in picture injection lines","BOOL",""
TAG,"","GO_ILs_REST","Restart button in picture injection lines","BOOL",""
TAG,"","GO_PCSB_ACKN","Acknowledge button in picture pulverized staorage bin","BOOL",""
TAG,"","GO_PCSB_REST","Restart button in picture $Npulverized staorage bin","BOOL",""
TAG,"","GO_PLC_ACKN","Acknowledge button in picture PLC-system overview","BOOL",""
TAG,"","HW1756_FLT","","UDT_zzFLT",""
TAG,"","HW1756_HMI_state","","SINT[6]",""
TAG,"","HW1756_IO_state","","SINT[6]",""
TAG,"","I4_1_2CDBF_CA","cleaning device alarm","BOOL",""
TAG,"","I4_1_2CDBF_FB","cleaning device on","BOOL",""
TAG,"","I4_1_2CDBF_RD","cleaning device ready to operate","BOOL",""
TAG,"","I4_1_2DFBF_MAX","cone level bagfilter BF5","BOOL",""
TAG,"","I4_1_2DT1_FLT","dustcontrol malfunction","BOOL",""
TAG,"","I4_1_2DT1_LS","dustcontrol limit valve contact","BOOL",""
TAG,"","I4_1_2DT1_MNT","dustcontrol maintenance contact","BOOL",""
TAG,"","I4_1_2HE02_F","fuse OK","BOOL",""
TAG,"","I4_1_2HE02_FB","heating is on","BOOL",""
TAG,"","I4_1_2HE02_RD","heating ready","BOOL",""
TAG,"","I4_1_2HE02_TMIN","temperature min","BOOL",""
TAG,"","I4_1_2HS1_SAFE","safety positionning bagfilter BF5","BOOL",""
TAG,"","I4_1_2HS2_SAFE","safety positionning fluidizing PCBS BF5","BOOL",""
TAG,"","I4_1_2M12_AM","Drive auto mode","BOOL",""
TAG,"","I4_1_2M12_FB","drive running","BOOL",""
TAG,"","I4_1_2M12_IS","Isolator switch on","BOOL",""
TAG,"","I4_1_2M12_LM","Drive local","BOOL",""
TAG,"","I4_1_2M12_MCCAM","MCC Automatic","BOOL",""
TAG,"","I4_1_2M12_MCCRD","MCC Ready for operation","BOOL",""
TAG,"","I4_1_2M12_SM","bagfilter BF5 rotary valve speed switch","BOOL",""
TAG,"","I4_1_2M12_TA","thermistor alarm","BOOL",""
TAG,"","I4_1_2M12_TO","thermistor cut off","BOOL",""
TAG,"","I4_1_2PS1_POK","bagfilter BF5 cleaning N2 pressure","BOOL",""
TAG,"","I4_1_2SO61_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2SO62_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2SO63_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2VBW1_LS1","Valve open","BOOL",""
TAG,"","I4_1_2VBW1_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2VBW2_LS1","Valve open","BOOL",""
TAG,"","I4_1_2VBW2_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2VBW3_LS1","Valve open","BOOL",""
TAG,"","I4_1_2VBW3_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2VBW4_LS1","Valve open","BOOL",""
TAG,"","I4_1_2VBW4_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2VF5_LS1","Valve open","BOOL",""
TAG,"","I4_1_2VF5_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2ZBC81_LS1","Valve open","BOOL",""
TAG,"","I4_1_2ZBC81_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2ZF61_LS1","Valve open","BOOL",""
TAG,"","I4_1_2ZF61_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2ZF62_LS1","Valve open","BOOL",""
TAG,"","I4_1_2ZF62_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2ZF63_LS1","Valve open","BOOL",""
TAG,"","I4_1_2ZF63_LS2","Valve closed","BOOL",""
TAG,"","I4_1_2ZF64_LS1","limit switch open","BOOL",""
TAG,"","I4_1_2ZF64_LS2","limit switch closed","BOOL",""
TAG,"","I4_1_2ZS91_LS1","limit switch open","BOOL",""
TAG,"","I4_1_2ZS91_LS2","limit switch closed","BOOL",""
TAG,"","I5_1_0HS1_SAFE","safety positionning injection system BF5","BOOL",""
TAG,"","I5_1_0HS2_SAFE","safety positionning injection system BF5","BOOL",""
TAG,"","I5_1_0HS3_SAFE","safety positionning injection system BF5","BOOL",""
TAG,"","I5_1_0HS4_SAFE","safety positionning injection system BF5","BOOL",""
TAG,"","I5_1_0VB10_LS1","N2 Pressure Line To IH - Depressure Valve -$NValve Open LSW is On","BOOL",""
TAG,"","I5_1_0VB10_LS2","N2 Pressure Line To IH - Depressure Valve -$NValve Closed LSW is On","BOOL",""
TAG,"","I5_1_0VF1_LS1","Valve open","BOOL",""
TAG,"","I5_1_0VF1_LS2","Valve closed","BOOL",""
TAG,"","I5_1_0VF2_LS1","Valve open","BOOL",""
TAG,"","I5_1_0VF2_LS2","Valve closed","BOOL",""
TAG,"","I5_1_0VF3_LS1","Valve open","BOOL",""
TAG,"","I5_1_0VF3_LS2","Valve closed","BOOL",""
TAG,"","I5_1_0VF4_LS1","Valve open","BOOL",""
TAG,"","I5_1_0VF4_LS2","Valve closed","BOOL",""
TAG,"","I5_1_0VF5_LS1","Valve open","BOOL",""
TAG,"","I5_1_0VF5_LS2","Valve closed","BOOL",""
TAG,"","I5_1_0VS06_LS1","Valve open","BOOL",""
TAG,"","I5_1_0VS06_LS2","Valve closed","BOOL",""
TAG,"","I5_1_0VS07_LS1","Valve open","BOOL",""
TAG,"","I5_1_0VS07_LS2","Valve closed","BOOL",""
TAG,"","I5_1_0ZS81_LS1","Valve open$N","BOOL",""
TAG,"","I5_1_0ZS81_LS2","Valve closed$N","BOOL",""
TAG,"","I5_1_1HS1_SAFE","safety positionning IH1","BOOL",""
TAG,"","I5_1_1HS2_SAFE","safety positionning IH1","BOOL",""
TAG,"","I5_1_1HS3_SAFE","safety positionning IH1","BOOL",""
TAG,"","I5_1_1LS1_MAX","level MAX IH1","BOOL",""
TAG,"","I5_1_1VB01_LS1","Valve open","BOOL",""
TAG,"","I5_1_1VB01_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VB09_LS1","Valve open","BOOL",""
TAG,"","I5_1_1VB09_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VBCM04_LS1","Valve open","BOOL",""
TAG,"","I5_1_1VBCM04_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VBCM05_LS1","Valve open","BOOL",""
TAG,"","I5_1_1VBCM05_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VBCM06_LS1","Valve Open Limit Switch","BOOL",""
TAG,"","I5_1_1VBCM06_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VBCM15_LS1","Valve Open Limit Switch","BOOL",""
TAG,"","I5_1_1VBCM15_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VBCM16_LS1","Valve open","BOOL",""
TAG,"","I5_1_1VBCM16_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VBW19_LS1","Valve Open Limit Switch","BOOL",""
TAG,"","I5_1_1VBW19_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VC11_LS2","Control valve closed","BOOL",""
TAG,"","I5_1_1VF08_LS1","Valve open","BOOL",""
TAG,"","I5_1_1VF08_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VF14_LS1","Valve open","BOOL",""
TAG,"","I5_1_1VF14_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1VS13_LS1","Valve open","BOOL",""
TAG,"","I5_1_1VS13_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1WT4_FLT","alarming weight IH1","BOOL",""
TAG,"","I5_1_1ZBC21_LS1","Valve open","BOOL",""
TAG,"","I5_1_1ZBC21_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1ZBC26_LS1","Valve open","BOOL",""
TAG,"","I5_1_1ZBC26_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1ZBC31_LS1","Valve open","BOOL",""
TAG,"","I5_1_1ZBC31_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1ZS01_LS1","Valve open","BOOL",""
TAG,"","I5_1_1ZS01_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1ZS01_Override","","BOOL",""
TAG,"","I5_1_1ZS71_1_LS1","Valve open","BOOL",""
TAG,"","I5_1_1ZS71_1_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1ZS71_2_LS1","Valve open","BOOL",""
TAG,"","I5_1_1ZS71_2_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1ZS71_3_LS1","Valve open","BOOL",""
TAG,"","I5_1_1ZS71_3_LS2","Valve closed","BOOL",""
TAG,"","I5_1_1_ZS01_Override","","BOOL",""
TAG,"","I5_1_2HS1_SAFE","safety positionning IH2","BOOL",""
TAG,"","I5_1_2HS2_SAFE","safety positionning IH2","BOOL",""
TAG,"","I5_1_2HS3_SAFE","safety positionning IH2","BOOL",""
TAG,"","I5_1_2LS1_MAX","level MAX IH2","BOOL",""
TAG,"","I5_1_2VB01_LS1","Valve open","BOOL",""
TAG,"","I5_1_2VB01_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VB09_LS1","Valve open","BOOL",""
TAG,"","I5_1_2VB09_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VBCM04_LS1","Valve open","BOOL",""
TAG,"","I5_1_2VBCM04_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VBCM05_LS1","Valve open","BOOL",""
TAG,"","I5_1_2VBCM05_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VBCM06_LS1","Valve Open Limit Switch","BOOL",""
TAG,"","I5_1_2VBCM06_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VBCM15_LS1","Valve Open Limit Switch","BOOL",""
TAG,"","I5_1_2VBCM15_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VBCM16_LS1","Valve open","BOOL",""
TAG,"","I5_1_2VBCM16_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VBW19_LS1","Valve Open Limit Switch","BOOL",""
TAG,"","I5_1_2VBW19_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VC11_LS2","Control valve closed","BOOL",""
TAG,"","I5_1_2VF08_LS1","Valve open","BOOL",""
TAG,"","I5_1_2VF08_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VF14_LS1","Valve open","BOOL",""
TAG,"","I5_1_2VF14_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2VS13_LS1","Valve open","BOOL",""
TAG,"","I5_1_2VS13_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2WT4_FLT","alarming weight IH2","BOOL",""
TAG,"","I5_1_2ZBC21_LS1","Valve open","BOOL",""
TAG,"","I5_1_2ZBC21_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2ZBC26_LS1","Valve open","BOOL",""
TAG,"","I5_1_2ZBC26_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2ZBC31_LS1","Valve open","BOOL",""
TAG,"","I5_1_2ZBC31_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2ZS01_LS1","Valve open","BOOL",""
TAG,"","I5_1_2ZS01_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2ZS72_1_LS1","Valve open","BOOL",""
TAG,"","I5_1_2ZS72_1_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2ZS72_2_LS1","Valve open","BOOL",""
TAG,"","I5_1_2ZS72_2_LS2","Valve closed","BOOL",""
TAG,"","I5_1_2ZS72_3_LS1","Valve open","BOOL",""
TAG,"","I5_1_2ZS72_3_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3HS1_SAFE","safety positionning IH3","BOOL",""
TAG,"","I5_1_3HS2_SAFE","safety positionning IH3","BOOL",""
TAG,"","I5_1_3HS3_SAFE","safety positionning IH3","BOOL",""
TAG,"","I5_1_3LS1_MAX","level MAX IH3","BOOL",""
TAG,"","I5_1_3VB01_LS1","Valve open","BOOL",""
TAG,"","I5_1_3VB01_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VB09_LS1","Valve open","BOOL",""
TAG,"","I5_1_3VB09_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VBCM04_LS1","Valve open","BOOL",""
TAG,"","I5_1_3VBCM04_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VBCM05_LS1","Valve open","BOOL",""
TAG,"","I5_1_3VBCM05_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VBCM06_LS1","Valve Open Limit Switch","BOOL",""
TAG,"","I5_1_3VBCM06_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VBCM15_LS1","Valve Open Limit Switch","BOOL",""
TAG,"","I5_1_3VBCM15_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VBCM16_LS1","Valve open","BOOL",""
TAG,"","I5_1_3VBCM16_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VBW19_LS1","Valve Open Limit Switch","BOOL",""
TAG,"","I5_1_3VBW19_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VC11_LS2","Control valve closed","BOOL",""
TAG,"","I5_1_3VF08_LS1","Valve open","BOOL",""
TAG,"","I5_1_3VF08_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VF14_LS1","Valve open","BOOL",""
TAG,"","I5_1_3VF14_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3VS13_LS1","Valve open","BOOL",""
TAG,"","I5_1_3VS13_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3WT4_FLT","alarming weight IH3","BOOL",""
TAG,"","I5_1_3ZBC21_LS1","Valve open","BOOL",""
TAG,"","I5_1_3ZBC21_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3ZBC26_LS1","Valve open","BOOL",""
TAG,"","I5_1_3ZBC26_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3ZBC31_LS1","Valve open","BOOL",""
TAG,"","I5_1_3ZBC31_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3ZS01_LS1","Valve open","BOOL",""
TAG,"","I5_1_3ZS01_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3ZS73_1_LS1","Valve open","BOOL",""
TAG,"","I5_1_3ZS73_1_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3ZS73_2_LS1","Valve open","BOOL",""
TAG,"","I5_1_3ZS73_2_LS2","Valve closed","BOOL",""
TAG,"","I5_1_3ZS73_3_LS1","Valve open","BOOL",""
TAG,"","I5_1_3ZS73_3_LS2","Valve closed","BOOL",""
TAG,"","I5_2_1VBCM2_LS1","Valve open","BOOL",""
TAG,"","I5_2_1VBCM2_LS2","Valve closed","BOOL",""
TAG,"","I5_2_1VBCM3_LS1","Valve open","BOOL",""
TAG,"","I5_2_1VBCM3_LS2","Valve closed","BOOL",""
TAG,"","I5_2_1VBCM4_LS1","Valve open","BOOL",""
TAG,"","I5_2_1VBCM4_LS2","Valve closed","BOOL",""
TAG,"","I5_2_2VF1_LS1","Valve open","BOOL",""
TAG,"","I5_2_2VF1_LS2","Valve closed","BOOL",""
TAG,"","I5_2_2VF2_LS1","Valve open","BOOL",""
TAG,"","I5_2_2VF2_LS2","Valve closed","BOOL",""
TAG,"","I5_2_2ZBC11_LS1","Valve open$N","BOOL",""
TAG,"","I5_2_2ZBC11_LS2","Valve closed$N","BOOL",""
TAG,"","I5_2_2ZBC21_LS1","Valve open","BOOL",""
TAG,"","I5_2_2ZBC21_LS2","Valve closed","BOOL",""
TAG,"","IF_A0_2_2PIS_OK","","BOOL",""
TAG,"","IF_A5_2_2ZBC12_LS1","","BOOL",""
TAG,"","IF_A5_2_2ZBC12_LS2","","BOOL",""
TAG,"","IF_A5_2_2ZBC22_LS1","","BOOL",""
TAG,"","IF_A5_2_2ZBC22_LS2","","BOOL",""
TAG,"","IF_A5_2_3PIT_OK","","BOOL",""
TAG,"","IF_A5_2_3PT3_Alarm","","BOOL",""
TAG,"","IF_A5_2_3VC11_OK","","BOOL",""
TAG,"","IF_CommontoPCIBF5","","UDT_IF_CommontoPCIBF5",""
COMMENT,"","IF_CommontoPCIBF5","N2 Actuation Gas Pressure is Healthy",,"IF_CommontoPCIBF5.A0_2_2PIS_OK"
COMMENT,"","IF_CommontoPCIBF5","PCSB N2 Inertising Supply Pressure is Healthy",,"IF_CommontoPCIBF5.SPARE_BOOL0"
TAG,"","IF_CommontoPCIBF5_A0_2_2PIS_OK","N2 Actuation Gas Pressure is Healthy","BOOL",""
TAG,"","IF_CommontoPCIBF5_GC_PCSB_AUTO","","BOOL",""
TAG,"","IF_CommontoPCIBF5_GC_PCSB_OOS","","BOOL",""
TAG,"","IF_CommontoPCIBF5_PCSB_MAX","","BOOL",""
TAG,"","IF_CommontoPCIBF5_PCSB_MIN","","BOOL",""
TAG,"","IF_CommontoPCIBF5_Spare_BOOL0","PCSB N2 Inertising Supply Pressure is Healthy","BOOL",""
TAG,"","IF_DistBF5toPCIBF5","","UDT_IF_DistBF5toPCIBF5",""
COMMENT,"","IF_DistBF5toPCIBF5","Distributor Actuation Instrument Air Supply Pressure - has a Warning Alarm Active",,"IF_DistBF5toPCIBF5.A5_2_4PT1_ALARM"
COMMENT,"","IF_DistBF5toPCIBF5","Distributor Actuation Instrument Air Supply Pressure - has a Fault Alarm Active",,"IF_DistBF5toPCIBF5.A5_2_4PT1_TRIP"
TAG,"","IF_DistBF5toPCIBF5_A5_2_2ZBC12_LS1","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_2ZBC12_LS2","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_2ZBC22_LS1","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_2ZBC22_LS2","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_3FT3_OK","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_3FT3_SCL","","REAL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_3PIT_OK","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_3PIT_SCL","","REAL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_3PT3_Alarm","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_3PT3_Trip","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_3VC11_OK","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_3VC11_SCL","","REAL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_4PT1_Alarm","Distributor Actuation Instrument Air Supply Pressure - has a Warning Alarm Active$N(From DistBF5 PLC)","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_A5_2_4PT1_Trip","Distributor Actuation Instrument Air Supply Pressure - has a Fault Alarm Active$N(From DistBF5 PLC)","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_ACK_open_all_lines","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_DF1_coalflowConst_sel","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_DF1_coalflowRatio_sel","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_DF1_ConvLine1sel","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_DF1_ConvLine2sel","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_DF1_Normal_Stop","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_DF1_Start_Intrrpt_con","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_DF1_Stop_Intrrpt_conv","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_DF1_TuyInjSetUpEn","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_FBF5_SCL","","REAL",""
TAG,"","IF_DistBF5toPCIBF5_HWS_Perm2Inj","$QPermissive to Inject$Q$NHardwired Signal$NFrom BlueScope","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_PBF5_SCL","","REAL",""
TAG,"","IF_DistBF5toPCIBF5_RDY2INJ","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_ST_FBF5_OK","Furnace Wind Volume Healthy (Lost if too Low)$NFrom BlueScope","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_ST_line_open","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_ST_PBF5_OK","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_ST_Safe_IL","","BOOL",""
TAG,"","IF_DistBF5toPCIBF5_ST_startline_open","","BOOL",""
TAG,"","IF_DistBF6toPCIBF5","","UDT_IF_DistBF6toPCIBF5",""
TAG,"","IF_DistBF6toPCIBF5_DF1_6min_pulse4aver_o","Reset from BSL to represent that 6minute sample window is complete","BOOL",""
TAG,"","IF_GC_PCSB_AUTO","","BOOL",""
TAG,"","IF_GC_PCSB_OOS","","BOOL",""
TAG,"","IF_Mill1toPCIBF5","","UDT_IF_Mill1toPCIBF5",""
TAG,"","IF_Mill1toPCIBF5_A4_1_2TT1_OK","","BOOL",""
TAG,"","IF_Mill2toPCIBF5","","UDT_IF_Mill2toPCIBF5",""
TAG,"","IF_Mill2toPCIBF5_A4_1_3TT1_OK","","BOOL",""
TAG,"","IF_MSG_DistBF5toPCIBF5","Data Read from DistBF5","DINT[6]",""
COMMENT,"","IF_MSG_DistBF5toPCIBF5","Data Read from DistBF5 - Watchdog",,"IF_MSG_DistBF5toPCIBF5[0]"
COMMENT,"","IF_MSG_DistBF5toPCIBF5","Data Read from DistBF5 - WallClock - DINT1of2",,"IF_MSG_DistBF5toPCIBF5[1]"
COMMENT,"","IF_MSG_DistBF5toPCIBF5","Data Read from DistBF5 - WallClock - DINT2of2",,"IF_MSG_DistBF5toPCIBF5[2]"
COMMENT,"","IF_MSG_DistBF5toPCIBF5","Data Read from DistBF5 - Spare",,"IF_MSG_DistBF5toPCIBF5[3]"
COMMENT,"","IF_MSG_DistBF5toPCIBF5","Data Read from DistBF5 - Spare",,"IF_MSG_DistBF5toPCIBF5[4]"
COMMENT,"","IF_MSG_DistBF5toPCIBF5","Data Read from DistBF5 - Spare",,"IF_MSG_DistBF5toPCIBF5[5]"
TAG,"","IF_PCIBF5toCommon","","UDT_IF_PCIBF5toCommon",""
TAG,"","IF_PCIBF5toDistBF5","","UDT_IF_PCIBF5toDistBF5",""
COMMENT,"","IF_PCIBF5toDistBF5","Status IH1 + IH2",,"IF_PCIBF5toDistBF5.SPARE_INT0"
COMMENT,"","IF_PCIBF5toDistBF5","IH1",,"IF_PCIBF5toDistBF5.SPARE_INT0.0"
COMMENT,"","IF_PCIBF5toDistBF5","IH1",,"IF_PCIBF5toDistBF5.SPARE_INT0.1"
COMMENT,"","IF_PCIBF5toDistBF5","IH1",,"IF_PCIBF5toDistBF5.SPARE_INT0.2"
COMMENT,"","IF_PCIBF5toDistBF5","IH1",,"IF_PCIBF5toDistBF5.SPARE_INT0.3"
COMMENT,"","IF_PCIBF5toDistBF5","IH1",,"IF_PCIBF5toDistBF5.SPARE_INT0.4"
COMMENT,"","IF_PCIBF5toDistBF5","IH1",,"IF_PCIBF5toDistBF5.SPARE_INT0.5"
COMMENT,"","IF_PCIBF5toDistBF5","IH1",,"IF_PCIBF5toDistBF5.SPARE_INT0.6"
COMMENT,"","IF_PCIBF5toDistBF5","IH1",,"IF_PCIBF5toDistBF5.SPARE_INT0.7"
COMMENT,"","IF_PCIBF5toDistBF5","IH2",,"IF_PCIBF5toDistBF5.SPARE_INT0.8"
COMMENT,"","IF_PCIBF5toDistBF5","IH2",,"IF_PCIBF5toDistBF5.SPARE_INT0.9"
COMMENT,"","IF_PCIBF5toDistBF5","IH2",,"IF_PCIBF5toDistBF5.SPARE_INT0.10"
COMMENT,"","IF_PCIBF5toDistBF5","IH2",,"IF_PCIBF5toDistBF5.SPARE_INT0.11"
COMMENT,"","IF_PCIBF5toDistBF5","IH2",,"IF_PCIBF5toDistBF5.SPARE_INT0.12"
COMMENT,"","IF_PCIBF5toDistBF5","IH2",,"IF_PCIBF5toDistBF5.SPARE_INT0.13"
COMMENT,"","IF_PCIBF5toDistBF5","IH2",,"IF_PCIBF5toDistBF5.SPARE_INT0.14"
COMMENT,"","IF_PCIBF5toDistBF5","IH2",,"IF_PCIBF5toDistBF5.SPARE_INT0.15"
COMMENT,"","IF_PCIBF5toDistBF5","Status IH3",,"IF_PCIBF5toDistBF5.SPARE_INT1"
COMMENT,"","IF_PCIBF5toDistBF5","IH3",,"IF_PCIBF5toDistBF5.SPARE_INT1.0"
COMMENT,"","IF_PCIBF5toDistBF5","IH3",,"IF_PCIBF5toDistBF5.SPARE_INT1.1"
COMMENT,"","IF_PCIBF5toDistBF5","IH3",,"IF_PCIBF5toDistBF5.SPARE_INT1.2"
COMMENT,"","IF_PCIBF5toDistBF5","IH3",,"IF_PCIBF5toDistBF5.SPARE_INT1.3"
COMMENT,"","IF_PCIBF5toDistBF5","IH3",,"IF_PCIBF5toDistBF5.SPARE_INT1.4"
COMMENT,"","IF_PCIBF5toDistBF5","IH3",,"IF_PCIBF5toDistBF5.SPARE_INT1.5"
COMMENT,"","IF_PCIBF5toDistBF5","IH3",,"IF_PCIBF5toDistBF5.SPARE_INT1.6"
COMMENT,"","IF_PCIBF5toDistBF5","IH3",,"IF_PCIBF5toDistBF5.SPARE_INT1.7"
COMMENT,"","IF_PCIBF5toDistBF5","6min average active",,"IF_PCIBF5toDistBF5.SPARE_BOOL0"
COMMENT,"","IF_PCIBF5toDistBF5","Active coalflow setpoint",,"IF_PCIBF5toDistBF5.SPARE_REAL0"
COMMENT,"","IF_PCIBF5toDistBF5","N2 Flow Injected to BF5 (for serial link and analog o/p signals)",,"IF_PCIBF5toDistBF5.SPARE_REAL1"
COMMENT,"","IF_PCIBF5toDistBF5","Blowback$Nconveying line active$N",,"IF_PCIBF5toDistBF5.DF1_INT_CONV_EN_ECHO"
TAG,"","IF_PCIBF5toDistBF6","","UDT_IF_PCIBF5toDistBF6",""
TAG,"","IF_PCIBF5toMill1","","UDT_IF_PCIBF5toMill1",""
TAG,"","IF_PCIBF5toMill2","","UDT_IF_PCIBF5toMill2",""
TAG,"","IF_PCIBF5toPCIBF6","","UDT_IF_PCIBF5toPCIBF6",""
TAG,"","IF_PCIBF6toPCIBF5","","UDT_IF_PCIBF6toPCIBF5",""
TAG,"","IF_PCIBF6toPCIBF5_A4_1_3CDBF_OK","","BOOL",""
TAG,"","IF_PCIBF6toPCIBF5_SQ_depress_active","","BOOL",""
TAG,"","IH1_AVE_KG","","REAL",""
TAG,"","IH1_KG000","","REAL[10]",""
TAG,"","IH2_AVE_KG","","REAL",""
TAG,"","IH2_KG0","","AB:1756_CNB_10SLOT:I:0",""
TAG,"","IH2_KG000","","REAL[10]",""
TAG,"","IH3_AVE_KG","","REAL",""
TAG,"","IH3_KG000","","REAL[10]",""
TAG,"","IPLCPCIBF5_1_F","PLC fuse O.K.","BOOL",""
TAG,"","KG_A521FT1_FLT","","UDT_zzFLT",""
TAG,"","Last_Balance_HH","","SINT[10]",""
TAG,"","Last_Balance_IH","","SINT[10]",""
TAG,"","Last_Balance_MM","","SINT[10]",""
TAG,"","Last_Balance_SUM","","REAL[10]",""
TAG,"","LC_IS","Data for leading control of injection system","UDT_LC_IS",""
COMMENT,"","LC_IS","Data for leading control of injection system - Auto Mode (A5.1.0 Equipment)",,"LC_IS.AUTO"
COMMENT,"","LC_IS","Data for leading control of injection system - Semi-Auto Mode (A5.1.0 Equipment)",,"LC_IS.SEMIAUTO"
COMMENT,"","LC_IS","Data for leading control of injection system - Manual Mode (A5.1.0 Equipment)",,"LC_IS.MANUAL"
